,State,statename,Date,tot_death,tot_cases,new_death,New_case,tot_deaths_per_100k,tot_cases_per_100k,new_deaths_per_100k,new_cases_per_100k,Distributed,Dist_Per_100K,Administered,Admin_Per_100K,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Second_Booster,Administered_Bivalent
0,AK,Alaska,2020-01-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AK,Alaska,2020-01-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,Alaska,2020-02-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,AK,Alaska,2020-02-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AK,Alaska,2020-02-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AK,Alaska,2020-02-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,AK,Alaska,2020-03-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,AK,Alaska,2020-03-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,AK,Alaska,2020-03-18,0,11,0,11,0.0,1.5037,0.0,1.5037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,AK,Alaska,2020-03-25,1,63,1,52,0.1367,8.6119,0.1367,7.1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,AK,Alaska,2020-04-01,3,149,2,86,0.4101,20.3679,0.2734,11.7559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AK,Alaska,2020-04-08,7,235,4,86,0.9569,32.1238,0.5468,11.7559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,AK,Alaska,2020-04-15,9,300,2,65,1.2303,41.0091,0.2734,8.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,AK,Alaska,2020-04-22,9,337,0,37,1.2303,46.0669,0.0,5.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,AK,Alaska,2020-04-29,9,355,0,18,1.2303,48.5274,0.0,2.4605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,AK,Alaska,2020-05-06,10,374,1,19,1.367,51.1247,0.1367,2.5972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,AK,Alaska,2020-05-13,10,389,0,15,1.367,53.1751,0.0,2.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,AK,Alaska,2020-05-20,10,404,0,15,1.367,55.2256,0.0,2.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,AK,Alaska,2020-05-27,10,427,0,23,1.367,58.3696,0.0,3.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,AK,Alaska,2020-06-03,10,518,0,91,1.367,70.809,0.0,12.4394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,AK,Alaska,2020-06-10,11,616,1,98,1.5037,84.2053,0.1367,13.3963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,AK,Alaska,2020-06-17,12,713,1,97,1.6404,97.465,0.1367,13.2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,AK,Alaska,2020-06-24,12,821,0,108,1.6404,112.2282,0.0,14.7633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,AK,Alaska,2020-07-01,13,1020,1,199,1.7771,139.4309,0.1367,27.2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,AK,Alaska,2020-07-08,16,1273,3,253,2.1872,174.0153,0.4101,34.5843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,AK,Alaska,2020-07-15,16,1694,0,421,2.1872,231.5647,0.0,57.5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,AK,Alaska,2020-07-22,18,2202,2,508,2.4605,301.0068,0.2734,69.4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,AK,Alaska,2020-07-29,21,2886,3,684,2.8706,394.5075,0.4101,93.5007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,AK,Alaska,2020-08-05,25,3487,4,601,3.4174,476.6624,0.5468,82.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,AK,Alaska,2020-08-12,27,3978,2,491,3.6908,543.7806,0.2734,67.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,AK,Alaska,2020-08-19,29,4536,2,558,3.9642,620.0575,0.2734,76.2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,AK,Alaska,2020-08-26,36,5001,7,465,4.9211,683.6217,0.9569,63.5641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,AK,Alaska,2020-09-02,38,5475,2,474,5.1945,748.416,0.2734,64.7944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,AK,Alaska,2020-09-09,41,6022,3,547,5.6046,823.1893,0.4101,74.7733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,AK,Alaska,2020-09-16,43,6551,2,529,5.878,895.502,0.2734,72.3127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,AK,Alaska,2020-09-23,44,7193,1,642,6.0147,983.2615,0.1367,87.7595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,AK,Alaska,2020-09-30,55,8026,11,833,7.5183,1097.13,1.5037,113.8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,AK,Alaska,2020-10-07,59,9046,4,1020,8.0651,1236.561,0.5468,139.4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,AK,Alaska,2020-10-14,64,10387,5,1341,8.7486,1419.8716,0.6835,183.3107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,AK,Alaska,2020-10-21,68,11925,4,1538,9.2954,1630.1116,0.5468,210.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,AK,Alaska,2020-10-28,71,14539,3,2614,9.7055,1987.4375,0.4101,357.3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,AK,Alaska,2020-11-04,86,17266,15,2727,11.7559,2360.2102,2.0505,372.7727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,AK,Alaska,2020-11-11,98,20864,12,3598,13.3963,2852.046,1.6404,491.8358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,AK,Alaska,2020-11-18,102,25180,4,4316,13.9431,3442.0302,0.5468,589.9842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,AK,Alaska,2020-11-25,118,29292,16,4112,16.1302,4004.1282,2.1872,562.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,AK,Alaska,2020-12-02,123,33816,5,4524,16.8137,4622.5454,0.6835,618.4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,AK,Alaska,2020-12-09,150,38438,27,4622,20.5045,5254.3589,3.6908,631.8135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,AK,Alaska,2020-12-16,180,41855,30,3417,24.6055,5721.4525,4.1009,467.0936,26325.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,AK,Alaska,2020-12-23,196,44078,16,2223,26.7926,6025.33,2.1872,303.8774,45150.0,6172.0,6822.0,933.0,0.0,0.0,0.0,0.0,0.0
49,AK,Alaska,2020-12-30,203,45802,7,1724,27.7495,6260.9956,0.9569,235.6656,54775.0,7488.0,12907.0,1764.0,0.0,0.0,0.0,0.0,0.0
50,AK,Alaska,2021-01-06,220,47828,17,2026,30.0733,6537.9437,2.3238,276.9481,82725.0,11308.0,20106.0,2748.0,0.0,0.0,0.0,0.0,0.0
51,AK,Alaska,2021-01-13,226,49801,6,1973,30.8935,6807.6468,0.8202,269.7032,140075.0,19148.0,38680.0,5287.0,0.0,0.0,0.0,0.0,0.0
52,AK,Alaska,2021-01-20,253,51178,27,1377,34.5843,6995.8786,3.6908,188.2318,150350.0,20552.0,68293.0,9335.0,0.0,0.0,0.0,0.0,0.0
53,AK,Alaska,2021-01-27,261,52359,8,1181,35.6779,7157.3177,1.0936,161.4391,170575.0,23317.0,101597.0,13888.0,0.0,0.0,0.0,0.0,0.0
54,AK,Alaska,2021-02-03,279,53305,18,946,38.1385,7286.6331,2.4605,129.3154,229975.0,31437.0,125765.0,17192.0,0.0,0.0,0.0,0.0,0.0
55,AK,Alaska,2021-02-10,280,54294,1,989,38.2752,7421.8264,0.1367,135.1933,260300.0,35582.0,156255.0,21360.0,0.0,0.0,0.0,0.0,0.0
56,AK,Alaska,2021-02-17,288,55101,8,807,39.3687,7532.1409,1.0936,110.3145,271550.0,37120.0,193617.0,26467.0,0.0,0.0,0.0,0.0,0.0
57,AK,Alaska,2021-02-24,289,55986,1,885,39.5054,7653.1177,0.1367,120.9768,315765.0,43164.0,243650.0,33306.0,0.0,0.0,0.0,0.0,0.0
58,AK,Alaska,2021-03-03,301,56862,12,876,41.1458,7772.8643,1.6404,119.7466,399225.0,54573.0,273350.0,37366.0,0.0,0.0,0.0,0.0,0.0
59,AK,Alaska,2021-03-10,303,57772,2,910,41.4192,7897.2585,0.2734,124.3943,445125.0,60847.0,307769.0,42071.0,119073.0,16.3,0.0,0.0,0.0
60,AK,Alaska,2021-03-17,305,58686,2,914,41.6926,8022.1996,0.2734,124.941,499625.0,68297.0,345987.0,47295.0,135810.0,18.6,0.0,0.0,0.0
61,AK,Alaska,2021-03-24,310,59630,5,944,42.3761,8151.2416,0.6835,129.042,540815.0,73928.0,379296.0,51849.0,148725.0,20.3,0.0,0.0,0.0
62,AK,Alaska,2021-03-31,311,60816,1,1186,42.5128,8313.3642,0.1367,162.1226,601225.0,82186.0,407233.0,55668.0,163100.0,22.3,0.0,0.0,0.0
63,AK,Alaska,2021-04-07,311,62024,0,1208,42.5128,8478.4941,0.0,165.13,684095.0,93514.0,436681.0,59693.0,181924.0,24.9,0.0,0.0,0.0
64,AK,Alaska,2021-04-14,312,63137,1,1113,42.6495,8630.6379,0.1367,152.1438,722835.0,98809.0,499742.0,68313.0,225131.0,30.8,0.0,0.0,0.0
65,AK,Alaska,2021-04-21,332,64283,20,1146,45.3834,8787.2926,2.7339,156.6548,749605.0,102469.0,524758.0,71733.0,239813.0,32.8,0.0,0.0,0.0
66,AK,Alaska,2021-04-28,344,65325,12,1042,47.0238,8929.7309,1.6404,142.4383,765635.0,104660.0,543274.0,74264.0,250694.0,34.3,0.0,0.0,0.0
67,AK,Alaska,2021-05-05,345,66056,1,731,47.1605,9029.6564,0.1367,99.9255,774305.0,105845.0,564720.0,77196.0,264565.0,36.2,0.0,0.0,0.0
68,AK,Alaska,2021-05-12,350,66621,5,565,47.8439,9106.8902,0.6835,77.2338,790295.0,108031.0,577317.0,78917.0,272256.0,37.2,0.0,0.0,0.0
69,AK,Alaska,2021-05-19,366,67074,16,453,50.0311,9168.8139,2.1872,61.9237,797805.0,109058.0,590878.0,80771.0,278305.0,38.0,0.0,0.0,0.0
70,AK,Alaska,2021-05-26,366,67371,0,297,50.0311,9209.413,0.0,40.599,805355.0,110090.0,603860.0,82546.0,283908.0,38.8,0.0,0.0,0.0
71,AK,Alaska,2021-06-02,366,67601,0,230,50.0311,9240.8533,0.0,31.4403,806335.0,110224.0,612892.0,83780.0,288123.0,39.4,0.0,0.0,0.0
72,AK,Alaska,2021-06-09,366,67786,0,185,50.0311,9266.1422,0.0,25.2889,819205.0,111983.0,623531.0,85235.0,294419.0,40.2,0.0,0.0,0.0
73,AK,Alaska,2021-06-16,370,67941,4,155,50.5779,9287.3302,0.5468,21.188,822845.0,112480.0,634868.0,86785.0,301947.0,41.3,0.0,0.0,0.0
74,AK,Alaska,2021-06-23,371,68178,1,237,50.7146,9319.7274,0.1367,32.3972,828205.0,113213.0,642096.0,87773.0,306410.0,41.9,0.0,0.0,0.0
75,AK,Alaska,2021-06-30,374,68435,3,257,51.1247,9354.8586,0.4101,35.1311,829945.0,113451.0,658672.0,90038.0,313709.0,42.9,0.0,0.0,0.0
76,AK,Alaska,2021-07-07,374,68748,0,313,51.1247,9397.6447,0.0,42.7862,831665.0,113686.0,678145.0,92700.0,323060.0,44.2,0.0,0.0,0.0
77,AK,Alaska,2021-07-14,378,69320,4,572,51.6715,9475.8354,0.5468,78.1907,841265.0,114998.0,684753.0,93604.0,326707.0,44.7,0.0,0.0,0.0
78,AK,Alaska,2021-07-21,379,70519,1,1199,51.8082,9639.7351,0.1367,163.8997,846475.0,115711.0,688769.0,94153.0,329591.0,45.1,0.0,0.0,0.0
79,AK,Alaska,2021-07-28,383,72065,4,1546,52.3549,9851.0686,0.5468,211.3335,851265.0,116365.0,694288.0,94907.0,331818.0,45.4,0.0,0.0,0.0
80,AK,Alaska,2021-08-04,390,73957,7,1892,53.3118,10109.6993,0.9569,258.6307,864075.0,118116.0,700531.0,95760.0,334266.0,45.7,0.0,0.0,0.0
81,AK,Alaska,2021-08-11,397,76069,7,2112,54.2687,10398.4034,0.9569,288.704,874135.0,119492.0,705607.0,96454.0,336220.0,46.0,0.0,0.0,0.0
82,AK,Alaska,2021-08-18,409,79070,12,3001,55.9091,10808.631,1.6404,410.2277,887705.0,121347.0,712734.0,97429.0,339304.0,46.4,0.0,0.0,0.0
83,AK,Alaska,2021-08-25,435,82427,26,3357,59.4632,11267.5228,3.5541,458.8918,898425.0,122812.0,721608.0,98642.0,342651.0,46.8,0.0,0.0,0.0
84,AK,Alaska,2021-09-01,445,86078,10,3651,60.8302,11766.6036,1.367,499.0807,957905.0,130943.0,731751.0,100028.0,345826.0,47.3,0.0,0.0,0.0
85,AK,Alaska,2021-09-08,453,90342,8,4264,61.9237,12349.4795,1.0936,582.876,984485.0,134576.0,747554.0,102188.0,351314.0,48.0,0.0,0.0,0.0
86,AK,Alaska,2021-09-15,465,95229,12,4887,63.5641,13017.5177,1.6404,668.0382,1006435.0,137577.0,759522.0,103824.0,355111.0,48.5,0.0,0.0,0.0
87,AK,Alaska,2021-09-22,478,101487,13,6258,65.3412,13872.9675,1.7771,855.4498,1027135.0,140406.0,772176.0,105554.0,362250.0,49.5,0.0,0.0,0.0
88,AK,Alaska,2021-09-29,563,109923,85,8436,76.9604,15026.1433,11.6192,1153.1758,1055125.0,144232.0,790277.0,108028.0,369526.0,50.5,0.0,0.0,0.0
89,AK,Alaska,2021-10-06,581,115667,18,5744,79.421,15811.3308,2.4605,785.1875,1079085.0,147508.0,805975.0,110174.0,372950.0,51.0,0.0,0.0,0.0
90,AK,Alaska,2021-10-13,608,121844,27,6177,83.1118,16655.7081,3.6908,844.3773,1095895.0,149806.0,818386.0,111871.0,375482.0,51.3,0.0,0.0,0.0
91,AK,Alaska,2021-10-20,687,127374,79,5530,93.9108,17411.6425,10.7991,755.9344,1120305.0,153142.0,845003.0,115509.0,380397.0,52.0,35701.0,0.0,0.0
92,AK,Alaska,2021-10-27,712,131999,25,4625,97.3283,18043.8661,3.4174,632.2236,1135685.0,155245.0,860049.0,117566.0,383673.0,52.4,45181.0,0.0,0.0
93,AK,Alaska,2021-11-03,733,136133,21,4134,100.1989,18608.9714,2.8706,565.1054,1198225.0,163794.0,879430.0,120215.0,385982.0,52.8,59599.0,0.0,0.0
94,AK,Alaska,2021-11-10,827,139524,94,3391,113.0484,19072.5109,12.8495,463.5395,1226085.0,167602.0,900255.0,123062.0,388583.0,53.1,74808.0,0.0,0.0
95,AK,Alaska,2021-11-17,838,142443,11,2919,114.5521,19471.5294,1.5037,399.0185,1247855.0,170578.0,927753.0,126821.0,392838.0,53.7,87864.0,0.0,0.0
96,AK,Alaska,2021-11-24,866,144792,28,2349,118.3796,19792.6307,3.8275,321.1012,1269725.0,173568.0,946031.0,129320.0,395164.0,54.0,98481.0,0.0,0.0
97,AK,Alaska,2021-12-01,877,146508,11,1716,119.8833,20027.2027,1.5037,234.572,1275585.0,174369.0,959867.0,131211.0,397095.0,54.3,105969.0,0.0,0.0
98,AK,Alaska,2021-12-08,882,148018,5,1510,120.5667,20233.6152,0.6835,206.4125,1298855.0,177550.0,982461.0,134299.0,403344.0,55.1,117324.0,0.0,0.0
99,AK,Alaska,2021-12-15,885,149237,3,1219,120.9768,20400.2488,0.4101,166.6336,1311475.0,179275.0,998574.0,136502.0,407250.0,55.7,126490.0,0.0,0.0
100,AK,Alaska,2021-12-22,972,150283,87,1046,132.8695,20543.2338,11.8926,142.9851,1320295.0,180480.0,1012780.0,138444.0,409806.0,56.0,135349.0,0.0,0.0
101,AK,Alaska,2021-12-29,974,152363,2,2080,133.1429,20827.5636,0.2734,284.3297,1321025.0,180580.0,1022703.0,139800.0,411677.0,56.3,141347.0,0.0,0.0
102,AK,Alaska,2022-01-05,975,157886,1,5523,133.2796,21582.5411,0.1367,754.9775,1318725.0,180266.0,1031775.0,141041.0,413413.0,56.5,146742.0,0.0,0.0
103,AK,Alaska,2022-01-12,981,170052,6,12166,134.0997,23245.5966,0.8202,1663.0556,1357405.0,185553.0,1043804.0,142685.0,415674.0,56.8,153809.0,0.0,0.0
104,AK,Alaska,2022-01-19,1047,185787,66,15735,143.1217,25396.5238,9.022,2150.9271,1366305.0,186770.0,1054116.0,144094.0,424327.0,58.0,160102.0,0.0,0.0
105,AK,Alaska,2022-01-26,1077,202626,30,16839,147.2227,27698.3644,4.1009,2301.8406,1384505.0,189258.0,1063144.0,145329.0,425905.0,58.2,165606.0,0.0,0.0
106,AK,Alaska,2022-02-02,1089,216048,12,13422,148.863,29533.1114,1.6404,1834.747,1396205.0,190857.0,1069609.0,146212.0,427344.0,58.4,169097.0,0.0,0.0
107,AK,Alaska,2022-02-09,1110,224165,21,8117,151.7337,30642.6809,2.8706,1109.5695,1406105.0,192210.0,1069654.0,146218.0,437839.0,59.9,176936.0,0.0,0.0
108,AK,Alaska,2022-02-16,1137,228123,27,3958,155.4245,31183.7276,3.6908,541.0467,1415905.0,193550.0,1074946.0,146942.0,439086.0,60.0,179465.0,0.0,0.0
109,AK,Alaska,2022-02-23,1159,230807,22,2684,158.4318,31550.6223,3.0073,366.8947,1432465.0,195814.0,1092637.0,149360.0,445199.0,60.9,181422.0,0.0,0.0
110,AK,Alaska,2022-03-02,1187,232898,28,2091,162.2593,31836.4557,3.8275,285.8334,1446165.0,197686.0,1096833.0,149934.0,446374.0,61.0,183285.0,0.0,0.0
111,AK,Alaska,2022-03-09,1197,235338,10,2440,163.6263,32169.9964,1.367,333.5407,1456365.0,199081.0,1105378.0,151102.0,448686.0,61.3,187020.0,0.0,0.0
112,AK,Alaska,2022-03-16,1198,236745,1,1407,163.763,32362.329,0.1367,192.3327,1464865.0,200243.0,1108025.0,151464.0,449359.0,61.4,188122.0,0.0,0.0
113,AK,Alaska,2022-03-23,1215,238168,17,1423,166.0868,32556.8489,2.3238,194.5198,1475565.0,201705.0,1112124.0,152024.0,450454.0,61.6,189673.0,0.0,0.0
114,AK,Alaska,2022-03-30,1224,239613,9,1445,167.3171,32754.376,1.2303,197.5272,1484765.0,202963.0,1114829.0,152394.0,451128.0,61.7,190696.0,0.0,0.0
115,AK,Alaska,2022-04-06,1224,240990,0,1377,167.3171,32942.6078,0.0,188.2318,1494765.0,204330.0,1121943.0,153366.0,452244.0,61.8,192468.0,0.0,0.0
116,AK,Alaska,2022-04-13,1230,242227,6,1237,168.1373,33111.7019,0.8202,169.0942,1510465.0,206476.0,1130187.0,154493.0,453030.0,61.9,193843.0,0.0,0.0
117,AK,Alaska,2022-04-20,1243,243740,13,1513,169.9144,33318.5245,1.7771,206.8225,1523965.0,208321.0,1136889.0,155409.0,453836.0,62.0,195064.0,0.0,0.0
118,AK,Alaska,2022-04-27,1247,245165,4,1425,170.4611,33513.3177,0.5468,194.7932,1531765.0,209388.0,1142314.0,156151.0,455320.0,62.2,196132.0,0.0,0.0
119,AK,Alaska,2022-05-04,1248,246582,1,1417,170.5978,33707.0173,0.1367,193.6996,1542965.0,210919.0,1147491.0,156859.0,455908.0,62.3,197056.0,0.0,0.0
120,AK,Alaska,2022-05-11,1259,248121,11,1539,172.1015,33917.394,1.5037,210.3767,1553165.0,212313.0,1152460.0,157538.0,457284.0,62.5,199879.0,0.0,0.0
121,AK,Alaska,2022-05-18,1270,249818,11,1697,173.6052,34149.3688,1.5037,231.9748,1567265.0,214240.0,1155236.0,157917.0,457703.0,62.6,200361.0,0.0,0.0
122,AK,Alaska,2022-05-25,1270,251699,0,1881,173.6052,34406.4958,0.0,257.127,1576065.0,215443.0,1159990.0,158567.0,458286.0,62.6,201394.0,0.0,0.0
123,AK,Alaska,2022-06-01,1270,253643,0,1944,173.6052,34672.2348,0.0,265.7389,1583765.0,216496.0,1164103.0,159129.0,458826.0,62.7,202411.0,0.0,0.0
124,AK,Alaska,2022-06-08,1270,255700,0,2057,173.6052,34953.4205,0.0,281.1857,1595965.0,218164.0,1167570.0,159603.0,459397.0,62.8,203295.0,0.0,0.0
125,AK,Alaska,2022-06-15,1270,257682,0,1982,173.6052,35224.3539,0.0,270.9334,1607365.0,219722.0,1171757.0,160176.0,459807.0,62.9,204401.0,0.0,0.0
126,AK,Alaska,2022-06-22,1270,259819,0,2137,173.6052,35516.4754,0.0,292.1215,1617965.0,221171.0,1174116.0,160498.0,460056.0,62.9,205037.0,0.0,0.0
127,AK,Alaska,2022-06-29,1270,262585,0,2766,173.6052,35894.5793,0.0,378.1039,1667765.0,227978.0,1174755.0,160585.0,458811.0,62.7,210388.0,0.0,0.0
128,AK,Alaska,2022-07-06,1270,264573,0,1988,173.6052,36166.3329,0.0,271.7536,1675765.0,229072.0,1178111.0,161044.0,459177.0,62.8,211172.0,0.0,0.0
129,AK,Alaska,2022-07-13,1275,266706,5,2133,174.2887,36457.9076,0.6835,291.5747,1685265.0,230371.0,1181814.0,161550.0,459677.0,62.8,212459.0,0.0,0.0
130,AK,Alaska,2022-07-20,1275,269051,0,2345,174.2887,36778.462,0.0,320.5544,1698965.0,232243.0,1186419.0,162180.0,460198.0,62.9,213516.0,0.0,0.0
131,AK,Alaska,2022-07-27,1275,271101,0,2050,174.2887,37058.6909,0.0,280.2288,1707765.0,233446.0,1189864.0,162651.0,460681.0,63.0,214302.0,0.0,0.0
132,AK,Alaska,2022-08-03,1275,273674,0,2573,174.2887,37410.4122,0.0,351.7214,1721465.0,235319.0,1193878.0,163200.0,461227.0,63.0,215249.0,0.0,0.0
133,AK,Alaska,2022-08-10,1296,275542,21,1868,177.1593,37665.7622,2.8706,255.35,1732765.0,236864.0,1197172.0,163650.0,462264.0,63.2,216145.0,0.0,0.0
134,AK,Alaska,2022-08-17,1296,277007,0,1465,177.1593,37866.0233,0.0,200.2611,1743565.0,238340.0,1197356.0,163675.0,462322.0,63.2,216206.0,0.0,0.0
135,AK,Alaska,2022-08-24,1304,278680,8,1673,178.2529,38094.7173,1.0936,228.6941,1753165.0,239652.0,1202497.0,164378.0,463165.0,63.3,217771.0,0.0,0.0
136,AK,Alaska,2022-08-31,1304,279888,0,1208,178.2529,38259.8473,0.0,165.13,1761865.0,240842.0,1204769.0,164688.0,463588.0,63.4,218419.0,0.0,0.0
137,AK,Alaska,2022-09-07,1304,280767,0,879,178.2529,38380.004,0.0,120.1567,1769065.0,241826.0,1204887.0,164704.0,463635.0,63.4,218463.0,0.0,0.0
138,AK,Alaska,2022-09-14,1329,281717,25,950,181.6703,38509.8661,3.4174,129.8621,1808465.0,247212.0,1209093.0,165279.0,464318.0,63.5,219110.0,0.0,1819.0
139,AK,Alaska,2022-09-21,1329,282361,0,644,181.6703,38597.899,0.0,88.0329,1832565.0,250506.0,1216011.0,166225.0,464887.0,63.5,219741.0,0.0,7745.0
140,AK,Alaska,2022-09-28,1329,282911,0,550,181.6703,38673.0823,0.0,75.1833,1864265.0,254839.0,1224705.0,167413.0,465463.0,63.6,220577.0,0.0,15461.0
141,AK,Alaska,2022-10-05,1356,283548,27,637,185.3611,38760.1583,3.6908,87.076,1886465.0,257874.0,1235188.0,168846.0,470217.0,64.3,223464.0,0.0,22834.0
142,AK,Alaska,2022-10-12,1356,284059,0,511,185.3611,38830.0105,0.0,69.8522,1911665.0,261319.0,1244818.0,170163.0,470782.0,64.4,224572.0,0.0,31445.0
143,AK,Alaska,2022-10-19,1356,284406,0,347,185.3611,38877.4443,0.0,47.4339,1933865.0,264354.0,1253333.0,171327.0,471305.0,64.4,225499.0,0.0,39243.0
144,AK,Alaska,2022-10-26,1376,284785,20,379,188.0951,38929.2525,2.7339,51.8082,1947065.0,266158.0,1262205.0,172540.0,471828.0,64.5,226479.0,0.0,47400.0
145,AK,Alaska,2022-11-02,1376,285144,0,359,188.0951,38978.3267,0.0,49.0742,1981305.0,270838.0,1269692.0,173563.0,472496.0,64.6,227552.0,0.0,54206.0
146,AK,Alaska,2022-11-09,1376,285343,0,199,188.0951,39005.5294,0.0,27.2027,1980965.0,270792.0,1276350.0,174473.0,472947.0,64.7,228466.0,0.0,60113.0
147,AK,Alaska,2022-11-16,1399,285733,23,390,191.2391,39058.8412,3.144,53.3118,1998565.0,273198.0,1282694.0,175340.0,473409.0,64.7,229358.0,0.0,65723.0
148,AK,Alaska,2022-11-23,1399,286163,0,430,191.2391,39117.6209,0.0,58.7797,2012565.0,275112.0,1287892.0,176051.0,473778.0,64.8,230120.0,0.0,70371.0
149,AK,Alaska,2022-11-30,1399,286561,0,398,191.2391,39172.0263,0.0,54.4054,2017415.0,275775.0,1291050.0,176483.0,474042.0,64.8,230640.0,0.0,73133.0
150,AK,Alaska,2022-12-07,1399,287057,0,496,191.2391,39239.828,0.0,67.8017,2036055.0,278323.0,1295275.0,177060.0,474396.0,64.8,231325.0,0.0,76800.0
151,AK,Alaska,2022-12-14,1399,287411,0,354,191.2391,39288.2188,0.0,48.3907,2046575.0,279761.0,1298410.0,177489.0,474689.0,64.9,231882.0,0.0,79444.0
152,AK,Alaska,2022-12-21,1418,287791,19,380,193.8363,39340.1636,2.5972,51.9449,2063735.0,282106.0,1301634.0,177929.0,474925.0,64.9,232386.0,0.0,82208.0
153,AK,Alaska,2022-12-28,1418,288123,0,332,193.8363,39385.547,0.0,45.3834,2066295.0,282456.0,1303955.0,178247.0,475125.0,64.9,232802.0,0.0,84162.0
154,AK,Alaska,2023-01-04,1418,288494,0,371,193.8363,39436.2616,0.0,50.7146,2070255.0,282998.0,1306133.0,178544.0,475305.0,65.0,233157.0,0.0,86022.0
155,AK,Alaska,2023-01-11,1418,288964,0,470,193.8363,39500.5092,0.0,64.2476,2080445.0,284391.0,1308299.0,178841.0,475494.0,65.0,233575.0,0.0,87806.0
156,AK,Alaska,2023-01-18,1418,289613,0,649,193.8363,39589.2255,0.0,88.7163,2087145.0,285306.0,1311019.0,179212.0,475721.0,65.0,234053.0,0.0,89888.0
157,AK,Alaska,2023-01-25,1436,290267,18,654,196.2969,39678.6254,2.4605,89.3998,2095915.0,286505.0,1312597.0,179428.0,475873.0,65.1,234385.0,0.0,91168.0
